sample_id	begin	end	type	extraction	mistake_type
7873	65	73	person-politician	Victoria	FP
7873	53	62	person-other	William IV	FN
7873	65	73	person-other	Victoria	FN
7874	137	161	organization-company	W. A. Fairhurst and Partners	FP
7874	137	161	organization-other	W. A. Fairhurst and Partners	FN
7876	88	94	organization-company	Bowers	FP
7876	5	10	person-other	Dixon	FP
7876	88	116	organization-company	Bowers , Dixon , Dunn and McDowell	FN
7876	5	10	person-politician	Dixon	FN
7878	132	138	person-politician	Mahler	FP
7878	132	138	person-artist/author	Mahler	FN
7880	2	16	art-broadcastprogram	Satyamev Jayate	FP
7880	126	137	organization-company	Doordarshan	FP
7880	35	41	location-GPE	Indian	FP
7880	2	16	art-other	Satyamev Jayate	FN
7880	107	137	organization-media/newspaper	national broadcaster Doordarshan	FN
7880	35	51	organization-media/newspaper	Indian television	FN
7881	20	35	organization-media/newspaper	Montreal Gazette	FP
7881	17	35	organization-media/newspaper	The Montreal Gazette	FN
7881	47	70	person-politician	Honourable Brooke Claxton	FN
7882	3	10	organization-other	Rooster	FN
7883	0	9	organization-other	SYBR Green	FP
7883	0	9	product-other	SYBR Green	FN
7886	76	92	organization-government/governmentagency	North West Circuit	FN
7887	76	83	organization-sportsteam	Indians	FP
7887	76	83	location-GPE	Indians	FN
7888	3	23	location-GPE	Federation of Rhodesia	FP
7890	38	45	organization-sportsteam	Vermont	FP
7890	23	30	organization-sportsteam	Newport	FP
7890	38	45	location-GPE	Vermont	FN
7890	23	30	location-GPE	Newport	FN
7892	145	150	location-GPE	India	FP
7892	13	23	organization-sportsteam	Indian Team	FP
7892	163	171	location-GPE	Thailand	FP
7892	13	19	location-GPE	Indian	FN
7892	163	171	organization-sportsteam	Thailand	FN
7892	145	150	organization-sportsteam	India	FN
7894	11	19	person-other	Jim Krane	FP
7894	35	80	organization-education	Rice University ’ s Baker Institute for Public Policy	FP
7894	82	90	person-other	Flanagan	FN
7894	51	80	organization-education	Baker Institute for Public Policy	FN
7894	11	19	person-scholar	Jim Krane	FN
7894	35	49	organization-education	Rice University	FN
7895	73	85	location-other	Hadleigh Farm	FP
7895	56	62	location-GPE	London	FP
7895	38	42	event-sportsevent	2012	FP
7895	42	54	event-sportsevent	Olympic Games	FP
7895	73	85	location-GPE	Hadleigh Farm	FN
7895	42	62	event-sportsevent	Olympic Games in London	FN
7897	0	6	person-actor	Arthur	FP
7897	30	54	organization-other	American Theater Hall of Fam	FP
7897	0	12	person-actor	Arthur Miller	FN
7897	30	54	organization-showorganization	American Theater Hall of Fam	FN
7899	168	177	product-car	908 HDi FAP	FN
7900	226	234	location-GPE	Americas	FP
7900	155	170	location-GPE	African American	FP
7900	8	14	person-other	Garnet	FP
7900	226	234	person-other	Americas	FN
7900	0	14	person-other	Reverend Garnet	FN
7900	155	178	person-other	African American activist	FN
7902	15	21	other-medical	uracil	FP
7902	24	38	other-medical	5-fluorouracil	FP
7902	24	38	other-chemicalthing	5-fluorouracil	FN
7902	15	21	other-chemicalthing	uracil	FN
7906	42	62	event-other	Super Singer World Tour	FP
7907	79	90	person-artist/author	Chris Stokes	FP
7907	93	103	person-artist/author	Earl Harris	FP
7907	79	90	person-other	Chris Stokes	FN
7907	93	103	person-other	Earl Harris	FN
7909	9	16	location-GPE	England	FP
7913	103	106	location-GPE	U.S	FP
7913	91	95	organization-other	NATO	FP
7913	91	95	other-law	NATO	FN
7913	103	107	location-GPE	U.S .	FN
7914	24	29	building-theater	Crest	FP
7914	0	15	building-theater	Pacific Theatres	FP
7914	24	29	organization-company	Crest	FN
7914	0	15	organization-company	Pacific Theatres	FN
7915	118	121	person-scholar	Drs	FP
7917	148	160	person-other	Hubert Walter	FP
7917	210	228	person-other	Robert de Auberville	FP
7917	34	38	person-other	John	FP
7917	163	171	person-politician	Theobald	FP
7917	148	160	person-politician	Hubert Walter	FN
7917	34	38	person-politician	John	FN
7917	210	228	person-politician	Robert de Auberville	FN
7917	163	177	person-politician	Theobald Walter	FN
7918	24	33	product-game	Tom Clancy	FP
7918	36	45	product-game	Mario Puzo	FP
7918	24	33	person-artist/author	Tom Clancy	FN
7918	36	45	person-artist/author	Mario Puzo	FN
7919	20	26	organization-other	Geb AK3	FP
7919	20	43	organization-other	Geb AK3 mountain army corps	FN
7922	0	6	location-GPE	Braham	FP
7922	73	94	product-airplane	German Focke-Wulf Fw 190	FP
7922	0	6	person-soldier	Braham	FN
7922	79	94	product-airplane	Focke-Wulf Fw 190	FN
7922	73	79	location-GPE	German	FN
7923	0	8	other-medical	Dopamine	FP
7923	0	8	other-chemicalthing	Dopamine	FN
7924	0	28	person-politician	Louis René Quentin de Richebourg	FP
7926	37	47	organization-sportsteam	Belleville	FP
7926	56	65	organization-sportsteam	Hillcrest	FP
7926	47	50	other-currency	USD	FN
7926	56	65	location-GPE	Hillcrest	FN
7926	37	47	location-GPE	Belleville	FN
7927	73	77	organization-sportsleague	MYSA	FP
7927	43	50	organization-sportsleague	Mathare	FP
7927	25	38	organization-sportsteam	Mathare United	FP
7927	73	77	organization-other	MYSA	FN
7927	25	72	organization-other	Mathare United of the Mathare Youth Sports Association	FN
7928	150	167	location-GPE	Agincourt District	FP
7928	133	147	location-road/railway/highway/transit	155 Bonis Avenue	FP
7928	150	159	location-GPE	Agincourt	FN
7928	136	147	location-road/railway/highway/transit	Bonis Avenue	FN
7929	43	47	product-other	Yoga	FN
7931	135	141	location-GPE	Curtin	FP
7931	135	148	location-GPE	Curtin Springs	FN
7933	0	5	person-athlete	Selke	FP
7933	0	5	person-other	Selke	FN
7934	0	4	other-biologything	Gads	FP
7934	37	55	other-biologything	hematopoietic cells	FN
7936	46	53	organization-other	Imagawa	FP
7939	54	67	product-other	Morgan–Keenan	FP
7939	118	126	product-car	MKK Atlas	FP
7939	19	22	other-astronomything	K0 V	FN
7939	114	126	other-astronomything	1943 MKK Atlas	FN
7939	54	67	other-astronomything	Morgan–Keenan	FN
7940	4	16	other-medical	lormetazepam	FP
7940	26	40	other-medical	benzodiazepine	FP
7940	140	148	other-disease	insomnia	FP
7940	4	16	product-other	lormetazepam	FN
7940	26	40	product-other	benzodiazepine	FN
7941	71	89	event-sportsevent	Third Division South	FN
7942	0	9	location-park	Universal	FP
7942	0	26	location-park	Universal Studios South Korea	FN
7943	140	156	event-attack/battle/war/militaryconflict	German Occupation	FP
7943	12	35	person-politician	John Randle Minshull-Ford	FP
7943	12	35	person-soldier	John Randle Minshull-Ford	FN
7943	140	146	location-GPE	German	FN
7946	90	97	person-politician	William	FP
7946	18	26	location-GPE	Normandy	FP
7946	90	109	person-politician	William the Conqueror	FN
7947	91	99	other-biologything	O-GlcNAc	FP
7947	100	115	other-biologything	O-Glycosylation	FP
7948	31	41	person-other	Jark Matter	FP
7948	31	41	location-other	Jark Matter	FN
7949	53	71	art-film	Bernice Summerfield	FP
7949	0	10	person-actor	Richardson	FP
7949	78	87	art-film	Gallifrey	FP
7949	0	10	person-other	Richardson	FN
7949	78	87	art-other	Gallifrey	FN
7949	53	71	art-other	Bernice Summerfield	FN
7950	3	16	organization-government/governmentagency	Bank of Finland	FP
7950	3	16	organization-other	Bank of Finland	FN
7951	0	9	person-politician	Baldwin II	FP
7951	11	20	location-GPE	Courtenay	FP
7951	0	20	person-politician	Baldwin II of Courtenay	FN
7952	40	49	organization-company	Hollywood	FP
7952	40	56	art-broadcastprogram	Hollywood Squares	FN
7953	28	32	product-car	308C	FN
7954	24	28	organization-sportsleague	NZFC	FP
7954	24	28	event-sportsevent	NZFC	FN
7957	118	122	product-other	Tock	FN
7957	35	44	building-restaurant	The Aviary	FN
7958	80	85	location-GPE	Aleko	FP
7958	13	21	location-GPE	Kamen Del	FP
7958	13	21	location-mountain	Kamen Del	FN
7958	80	85	location-other	Aleko	FN
7959	38	51	product-game	Game of the Year	FP
7959	0	12	organization-company	Splash Damage	FP
7959	0	12	product-game	Splash Damage	FN
7960	28	37	location-road/railway/highway/transit	Tiruvarur	FP
7960	28	57	location-road/railway/highway/transit	Tiruvarur - Nagapattinam Highway	FN
7961	7	39	organization-politicalparty	non-Zionist Yiddishist Jewish party	FN
7967	40	45	other-biologything	GP-83	FP
7967	35	39	other-biologything	EAPI	FP
7967	35	45	other-biologything	EAPI , GP-83	FN
7971	63	71	other-biologything	platelet	FN
7973	37	42	organization-company	Xerox	FP
7973	0	12	person-scholar	Bechtolsheim	FP
7973	0	12	person-other	Bechtolsheim	FN
7973	37	42	product-other	Xerox	FN
7974	0	4	organization-other	Camp	FP
7974	0	15	organization-other	Camp Beaverbrook	FN
7975	0	6	person-politician	Castle	FP
7975	0	13	building-other	Castle Clinton	FN
7976	139	157	building-hotel	Kiandra Chalet Hotel	FP
7976	102	117	building-hotel	he Kiandra Chalet	FP
7976	3	10	location-GPE	Kiandra	FP
7976	136	157	building-hotel	the Kiandra Chalet Hotel	FN
7976	102	117	building-other	he Kiandra Chalet	FN
7978	87	114	art-film	The Adventures of Prince Achmed	FP
7978	87	114	art-broadcastprogram	The Adventures of Prince Achmed	FN
7980	0	2	person-other	Ai	FP
7980	0	2	person-athlete	Ai	FN
7982	7	21	person-soldier	Charles Mawhood	FP
7982	7	21	person-other	Charles Mawhood	FN
7983	43	58	location-park	Walt Disney World	FP
7983	43	58	organization-company	Walt Disney World	FN
7986	7	15	person-other	Handshin	FP
7986	7	15	person-scholar	Handshin	FN
7987	55	60	person-other	Boril	FP
7987	63	68	person-other	Henry	FP
7987	55	60	person-politician	Boril	FN
7987	63	68	person-politician	Henry	FN
7989	39	47	other-biologything	meninges	FN
7989	68	73	other-biologything	brain	FN
7989	76	86	other-biologything	spinal cord	FN
7991	168	179	location-bodiesofwater	Lake Fryxell	FP
7991	168	184	location-other	Lake Fryxell basin	FN
7992	51	77	organization-other	Instituts für Krebsforschung	FP
7992	80	106	organization-other	Institute for Cancer Research	FP
7992	51	77	building-other	Instituts für Krebsforschung	FN
7992	80	106	building-other	Institute for Cancer Research	FN
7993	74	80	product-other	NiD 642	FP
7993	24	50	product-other	Armstrong Siddeley Lynx Major	FP
7993	74	80	product-airplane	NiD 642	FN
7994	36	45	location-GPE	Kawaikini	FP
7994	36	45	location-mountain	Kawaikini	FN
7995	0	13	event-sportsevent	Knowledge Bowl	FP
7995	0	13	event-other	Knowledge Bowl	FN
7996	87	98	location-GPE	Roman Empire	FP
7997	123	131	location-bodiesofwater	Atlantic	FP
7997	99	109	other-livingthing	brook trout	FN
7997	63	75	other-livingthing	trout , splake	FN
7997	123	137	other-livingthing	Atlantic salmon	FN
7997	76	83	other-livingthing	alewife	FN
8000	50	59	organization-sportsteam	Middlesex	FP
8000	87	93	organization-company	Fenner	FN
8000	50	59	organization-education	Middlesex	FN
8003	55	65	location-GPE	Washington	FP
8003	55	70	location-GPE	Washington , D.C .	FN
8005	53	63	location-mountain	Forest Hill	FP
8005	53	63	location-other	Forest Hill	FN
8007	16	26	person-politician	George West	FP
8007	16	26	person-other	George West	FN
8008	157	167	person-artist/author	Luis Buñuel	FP
8008	157	167	person-director	Luis Buñuel	FN
8009	23	41	art-other	Jag Jeondeyan De Mele	FP
8009	23	41	art-film	Jag Jeondeyan De Mele	FN
8010	56	76	building-other	Plas Kynaston quarries	FP
8010	56	68	building-other	Plas Kynaston	FN
8012	111	123	location-other	Waltham Cross	FP
8012	14	24	building-other	Potters Bar	FP
8012	137	150	building-other	Theydon Garnon	FP
8012	29	37	building-other	Dartford	FP
8012	124	134	location-GPE	Junction 25	FN
8012	14	24	location-GPE	Potters Bar	FN
8012	151	161	location-road/railway/highway/transit	Junction 27	FN
8012	137	150	location-road/railway/highway/transit	Theydon Garnon	FN
8012	111	123	location-road/railway/highway/transit	Waltham Cross	FN
8012	29	43	location-road/railway/highway/transit	Dartford Tunnel	FN
8014	92	102	person-politician	Karl Renner	FP
8014	7	13	person-politician	Miklas	FP
8014	44	52	location-GPE	Austrian	FP
8014	7	13	person-other	Miklas	FN
8014	82	102	person-politician	Chancellor Karl Renner	FN
8014	44	62	organization-government/governmentagency	Austrian government	FN
8016	9	17	building-hotel	Mongoose	FP
8016	33	37	building-hotel	Coop	FP
8016	33	37	organization-other	Coop	FN
8016	9	17	organization-other	Mongoose	FN
8021	44	53	person-other	Crimthann	FP
8021	44	53	person-politician	Crimthann	FN
8023	110	114	organization-other	RMIH	FP
8023	66	108	organization-other	South African Rand Merchant Investment Holdings	FP
8023	110	114	organization-company	RMIH	FN
8023	39	48	organization-company	PeerCover	FN
8023	66	108	organization-company	South African Rand Merchant Investment Holdings	FN
8025	11	24	building-hotel	Venetian Macao	FP
8025	8	11	building-hotel	The	FP
8025	8	24	building-hotel	The Venetian Macao	FN
8028	45	63	building-other	Yatsuka Observatory	FP
8028	45	63	organization-government/governmentagency	Yatsuka Observatory	FN
8029	16	31	person-athlete	Denzel Nkemdiche	FP
8029	51	58	organization-sportsteam	Ole Miss	FP
8029	51	58	organization-showorganization	Ole Miss	FN
8029	16	31	person-artist/author	Denzel Nkemdiche	FN
8031	7	13	organization-media/newspaper	Sky One	FP
8031	70	82	art-broadcastprogram	Moonlighting	FP
8031	7	13	product-other	Sky One	FN
8031	70	82	product-other	Moonlighting	FN
8033	34	54	organization-media/newspaper	The Wall Street Journal	FP
8033	16	30	person-other	Stephen J. Adler	FP
8033	16	30	person-artist/author	Stephen J. Adler	FN
8033	34	54	art-writtenart	The Wall Street Journal	FN
8037	19	28	product-food	chocolate	FP
8037	71	81	location-GPE	Neapolitan	FP
8037	71	89	product-food	Neapolitan ice cream	FN
8037	19	36	product-food	chocolate ice cream	FN
8039	10	26	person-artist/author	Alof de Wignacourt	FP
8039	0	8	art-painting	Portrait	FP
8039	0	37	art-painting	Portrait of Alof de Wignacourt with his Page	FN
8041	44	52	person-artist/author	Miss Kane	FP
8041	48	52	person-artist/author	Kane	FN
8043	14	20	art-writtenart	Ariste	FP
8043	14	46	art-other	Ariste , ou Les Écueils de l'éducation	FN
8045	113	148	organization-education	University of Pittsburgh Medical Center	FP
8045	53	70	organization-education	University of Texas	FN
8045	70	82	person-other	M. D. Anderson	FN
8045	113	135	organization-education	University of Pittsburgh	FN
8047	4	16	person-politician	Ambaghai Khan	FP
8047	4	16	person-other	Ambaghai Khan	FN
8049	35	43	person-politician	Cummings	FP
8049	107	116	person-politician	John Evans	FP
8049	0	3	location-GPE	U.S	FP
8049	139	156	event-other	Sand Creek Massacre	FP
8049	62	71	location-GPE	Territory	FN
8049	107	116	person-soldier	John Evans	FN
8049	0	4	location-GPE	U.S .	FN
8049	139	156	event-attack/battle/war/militaryconflict	Sand Creek Massacre	FN
8049	35	43	person-soldier	Cummings	FN
8050	36	47	person-other	Sandy Warner	FP
8050	36	47	person-artist/author	Sandy Warner	FN
8053	41	65	art-film	From Both Sides of the Aegean	FP
8053	41	65	art-other	From Both Sides of the Aegean	FN
8055	5	9	location-GPE	USSR	FP
8055	23	55	organization-education	Kurchatov Institute of Atomic Energy	FP
8055	56	100	organization-education	Institute of Poliomyelitis and Viral Encephalitis	FP
8055	104	156	organization-education	Institute of General Genetics of the USSR Academy of Sciences	FP
8055	56	100	organization-other	Institute of Poliomyelitis and Viral Encephalitis	FN
8055	104	156	organization-other	Institute of General Genetics of the USSR Academy of Sciences	FN
8055	23	55	organization-other	Kurchatov Institute of Atomic Energy	FN
8056	29	34	other-biologything	pupil	FN
8058	33	40	product-software	Windows	FP
8058	33	40	product-other	Windows	FN
8059	41	47	event-other	E-AREA	FP
8059	71	84	building-other	Nippon Budokan	FP
8059	41	47	art-other	E-AREA	FN
8059	71	84	building-sportsfacility	Nippon Budokan	FN
8060	0	6	location-bodiesofwater	The San	FP
8060	3	6	location-bodiesofwater	San	FN
8061	47	55	location-GPE	Maronite	FP
8062	22	41	other-award	Dirac Medal of the ICTP	FP
8063	5	14	other-medical	estrogens	FP
8064	0	6	other-god	Satyrs	FP
8064	0	6	other-livingthing	Satyrs	FN
8065	39	67	organization-religion	First Baptist Church of Columbia	FP
8065	39	67	building-other	First Baptist Church of Columbia	FN
8067	34	45	organization-company	Hunt Edmunds	FP
8067	34	45	location-other	Hunt Edmunds	FN
8069	29	37	person-other	Blodgett	FN
8071	51	60	location-GPE	Malayalam	FP
8071	51	78	organization-company	Malayalam television industry	FN
8073	10	28	person-other	Friedrich Schelling	FP
8073	31	46	person-other	Emmanuel Levinas	FP
8073	10	28	person-scholar	Friedrich Schelling	FN
8073	31	46	person-scholar	Emmanuel Levinas	FN
8074	100	106	person-other	Rotuma	FP
8074	100	106	location-GPE	Rotuma	FN
8075	119	123	art-music	Live	FP
8075	77	85	person-artist/author	Morrison	FP
8075	119	158	art-music	Live at the Grand Opera House Belfast '' in 1984	FN
8075	412	425	person-artist/author	Lonnie Donegan	FN
8078	38	47	location-island	Île Bizard	FP
8078	38	47	building-other	Île Bizard	FN
8079	86	105	event-disaster	Marchioness disaster	FP
8079	86	97	product-ship	Marchioness	FN
8082	85	89	person-other	Trua	FP
8082	13	21	location-park	SeaWorld	FP
8082	85	89	other-livingthing	Trua	FN
8084	20	31	other-medical	antibiotics	FP
8085	53	63	event-sportsevent	UEFA Group D	FP
8085	65	79	location-GPE	Arena Nationala	FP
8085	53	57	event-sportsevent	UEFA	FN
8085	65	79	building-sportsfacility	Arena Nationala	FN
8086	17	28	other-biologything	procaspase 8	FP
8088	16	23	person-other	Slatkin	FP
8088	78	95	art-broadcastprogram	The Slatkin Project	FN
8088	16	23	person-artist/author	Slatkin	FN
8089	36	41	person-artist/author	Evans	FP
8089	36	41	person-other	Evans	FN
8091	48	52	product-game	U.S.	FP
8091	48	55	product-other	U.S. PS2	FN
8092	124	130	location-GPE	Warsaw	FP
8092	109	114	location-GPE	Praga	FP
8092	145	152	person-other	Berling	FP
8092	109	130	location-GPE	Praga district of Warsaw	FN
8092	145	152	person-soldier	Berling	FN
8093	25	38	art-other	Venomous Alive	FP
8093	145	150	person-artist/author	Arian	FP
8093	25	38	event-other	Venomous Alive	FN
8093	145	160	person-artist/author	Arian of Seringai	FN
8094	200	208	other-livingthing	Urticina	FP
8094	34	46	other-livingthing	Nudibranchia	FP
8094	189	197	other-livingthing	Sagartia	FP
8094	162	169	other-livingthing	Actinia	FP
8094	9	20	other-livingthing	Aeolidiidae	FP
8094	179	188	other-livingthing	Metridium	FP
8094	170	178	other-livingthing	Anemonia	FP
8094	170	178	other-biologything	Anemonia	FN
8094	9	20	other-biologything	Aeolidiidae	FN
8094	162	169	other-biologything	Actinia	FN
8094	34	46	other-biologything	Nudibranchia	FN
8094	189	197	other-biologything	Sagartia	FN
8094	200	208	other-biologything	Urticina	FN
8094	130	150	other-biologything	Cnidarian sea anemones	FN
8094	179	188	other-biologything	Metridium	FN
8096	42	45	art-other	The	FP
8096	42	49	art-broadcastprogram	The Bill	FN
8098	0	6	location-GPE	Israel	FP
8098	67	79	organization-other	Paratroopers	FP
8098	40	46	location-GPE	Golani	FP
8098	88	97	location-GPE	Bint Jbeil	FP
8098	0	6	organization-government/governmentagency	Israel	FN
8098	40	46	organization-other	Golani	FN
8098	88	97	location-other	Bint Jbeil	FN
8101	3	7	event-sportsevent	2011	FP
8102	77	83	organization-company	Subway	FN
8106	45	59	location-other	Mark 5 Stonefish	FP
8106	45	59	product-weapon	Mark 5 Stonefish	FN
8107	0	9	person-politician	Netanyahu	FP
8108	2	12	art-writtenart	Retro Gamer	FP
8108	2	12	organization-media/newspaper	Retro Gamer	FN
8109	79	88	other-disease	hypopneas	FP
8109	2	13	other-disease	obstructive	FP
8109	71	77	other-disease	apneas	FP
8109	2	23	other-disease	obstructive sleep apnea	FN
8112	44	58	location-GPE	Clermont estate	FP
8112	44	58	location-other	Clermont estate	FN
8113	31	38	event-sportsevent	PGA Tour	FP
8113	31	34	event-sportsevent	PGA	FN
8114	0	8	other-medical	Patients	FP
8114	43	54	other-livingthing	breath mints	FP
8114	138	149	other-medical	pilocarpine	FP
8114	70	78	product-food	lozenges	FN
8114	138	149	other-chemicalthing	pilocarpine	FN
8114	43	54	product-food	breath mints	FN
8114	55	67	product-food	sugarless gum	FN
8114	81	91	product-food	physicians	FN
8115	0	5	person-other	Obama	FP
8115	0	5	person-politician	Obama	FN
8116	36	43	location-GPE	Chinese	FP
8116	36	60	organization-religion	Chinese Vajrayana Buddhist	FN
8118	90	105	organization-sportsteam	Rancho Collayomi	FP
8118	90	105	location-other	Rancho Collayomi	FN
8119	43	54	location-mountain	Maipo Valley	FP
8119	122	134	location-bodiesofwater	Pacific Maipo	FP
8119	110	114	location-GPE	Alto	FP
8119	110	119	location-GPE	Alto Maipo	FN
8119	122	134	location-GPE	Pacific Maipo	FN
8120	10	18	person-other	Larrison	FP
8120	44	60	person-other	Harry Larrison Sr.	FP
8120	0	18	person-other	Freeholder Larrison	FN
8120	44	57	person-other	Harry Larrison	FN
8121	57	63	organization-other	Ballet	FN
8122	81	90	location-GPE	Calangute	FP
8122	81	90	location-other	Calangute	FN
8124	79	85	organization-sportsteam	Kansas	FP
8124	79	89	location-GPE	Kansas City	FN
8126	63	77	event-other	Reconstruction	FP
8129	46	58	location-GPE	New Hampshire	FP
8129	46	65	event-election	New Hampshire primary	FN
8130	10	13	organization-sportsleague	NFL	FP
8130	40	46	person-other	Wagner	FP
8130	40	46	organization-sportsteam	Wagner	FN
8130	10	13	organization-sportsteam	NFL	FN
8132	154	170	event-other	The Queen v O'Brien	FP
8132	13	20	organization-government/governmentagency	Special	FP
8132	122	145	event-attack/battle/war/militaryconflict	Young Irelander Rebellion	FP
8132	122	151	event-protest	Young Irelander Rebellion of 1848	FN
8132	13	30	organization-other	Special Commission	FN
8132	163	170	person-other	O'Brien	FN
8135	0	9	other-biologything	Adenosine	FP
8135	0	9	other-chemicalthing	Adenosine	FN
8136	15	20	person-other	Danny	FP
8136	38	50	building-other	The Blue Shade	FP
8136	65	70	person-other	Danny	FP
8136	41	50	building-other	Blue Shade	FN
8136	15	20	person-artist/author	Danny	FN
8136	65	70	person-artist/author	Danny	FN
8138	0	2	other-chemicalthing	NO	FN
8141	108	122	location-bodiesofwater	Splityard Creek	FP
8141	108	129	location-road/railway/highway/transit	Splityard Creek Lookout	FN
8142	56	59	location-GPE	U.S	FP
8142	3	24	organization-government/governmentagency	Administrative Council	FP
8142	3	52	organization-other	Administrative Council of the City University of New York	FN
8142	56	60	location-GPE	U.S .	FN
8143	30	37	person-other	Fulbert	FP
8146	42	54	organization-media/newspaper	Fox News Radio	FP
8146	42	54	organization-company	Fox News Radio	FN
8147	11	30	event-other	Alexandra Bus Boycott	FP
8147	7	30	event-protest	1957 Alexandra Bus Boycott	FN
8148	98	106	organization-religion	Reformed	FP
8148	13	53	organization-religion	Reformed Presbyterian Church of North America	FP
8148	57	89	organization-religion	Free Presbyterian Church of Scotland	FP
8148	13	53	organization-other	Reformed Presbyterian Church of North America	FN
8148	57	89	organization-other	Free Presbyterian Church of Scotland	FN
8149	60	66	location-GPE	Titian	FP
8149	0	10	location-GPE	Alessandro	FP
8149	0	10	person-other	Alessandro	FN
8149	60	66	person-artist/author	Titian	FN
8150	12	19	location-GPE	Hajipur	FP
8150	42	81	organization-education	Babasaheb Bhimrao Ambedkar Bihar University	FP
8150	22	81	organization-education	Constituent College of Babasaheb Bhimrao Ambedkar Bihar University	FN
8150	12	19	organization-education	Hajipur	FN
8153	75	84	other-livingthing	Pensioner	FP
8153	64	66	other-livingthing	La	FP
8153	86	90	other-livingthing	colt	FN
8154	23	32	person-politician	Hong Taiji	FP
8154	23	32	person-other	Hong Taiji	FN
8155	107	112	product-software	Warid	FP
8155	34	37	product-software	GSM	FP
8155	107	118	organization-company	Warid Uganda	FN
8159	3	17	building-library	British Library	FP
8159	31	53	art-writtenart	Turning the Pages Toolkit	FP
8159	3	17	organization-other	British Library	FN
8159	31	53	product-software	Turning the Pages Toolkit	FN
8160	0	10	person-other	California	FP
8160	0	10	location-GPE	California	FN
8162	103	104	other-currency	$	FP
8162	13	21	art-writtenart	Le Devoir	FP
8162	107	108	other-currency	$	FP
8162	13	21	person-other	Le Devoir	FN
8163	47	66	location-GPE	Greater Philadelphia	FP
8163	54	78	location-GPE	Philadelphia metropolitan	FN
8164	5	19	event-other	Domesday survey	FP
8170	67	74	location-GPE	Kinross	FP
8170	96	97	other-currency	$	FP
8170	96	108	other-currency	$ US 40 million	FN
8170	67	74	organization-other	Kinross	FN
8173	88	99	location-island	Rhode Island	FP
8173	53	61	location-GPE	Bellevue	FP
8173	53	61	location-road/railway/highway/transit	Bellevue	FN
8173	88	99	location-GPE	Rhode Island	FN
8173	26	44	building-other	Wells summer cottage	FN
8174	19	31	location-GPE	United States	FP
8174	16	31	location-GPE	the United States	FN
8175	176	197	art-broadcastprogram	The Mary Tyler Moore Show	FP
8175	176	197	art-other	The Mary Tyler Moore Show	FN
8177	9	13	organization-other	CDLC	FP
8177	54	84	building-other	National Cowgirl Museum and Hall of	FP
8177	54	75	building-other	National Cowgirl Museum	FN
8177	9	13	building-library	CDLC	FN
8177	78	88	building-other	Hall of Fame	FN
8178	133	137	organization-media/newspaper	CKWW	FP
8178	140	147	organization-media/newspaper	CKCY-FM	FP
8180	0	7	person-other	Gal Sone	FP
8180	0	7	product-food	Gal Sone	FN
8181	35	42	organization-religion	Baháʼís	FN
8182	102	111	organization-showorganization	Cadallaca	FP
8182	102	111	organization-company	Cadallaca	FN
8183	7	18	product-game	Halo of Flies	FP
8183	83	92	location-GPE	Minnesota	FP
8183	97	105	product-other	Twin Tone	FP
8183	7	18	art-music	Halo of Flies	FN
8183	97	105	organization-company	Twin Tone	FN
8185	119	136	location-GPE	Napoleonic Kingdom	FP
8185	119	129	person-politician	Napoleonic	FN
8187	9	22	event-attack/battle/war/militaryconflict	Boxer Uprising	FP
8187	144	158	building-other	North Cathedral	FP
8187	198	218	organization-religion	Chinese Roman Catholic	FP
8187	130	137	building-other	Beitang	FP
8187	138	140	building-other	北堂	FN
8187	6	28	event-protest	the Boxer Uprising of 1900	FN
8187	141	158	building-other	the North Cathedral	FN
8187	99	105	building-other	西什库天主堂	FN
8187	127	137	building-other	the Beitang	FN
8188	99	120	organization-company	Sakthan Thampuran Nagar	FP
8188	121	130	building-other	S.T.Nagar	FN
8188	99	120	building-other	Sakthan Thampuran Nagar	FN
8189	9	16	person-athlete	Gibbons	FP
8189	9	16	person-other	Gibbons	FN
8192	160	169	person-other	Nawabzada	FP
8192	211	228	person-other	Nawabzada Mohammad	FP
8192	3	8	person-other	Bugti	FN
8192	336	347	person-other	Mir Shahzain	FN
8192	256	263	organization-other	P.J.W.P	FN
8192	73	78	location-GPE	Bugti	FN
8192	160	191	person-other	Nawabzada Mohammad Mir Zamran Bugti	FN
8192	278	303	person-other	Nawab Saleem Akbar Khan Bugti	FN
8192	211	242	person-other	Nawabzada Mohammad Mir Kohmir Bugti	FN
8192	201	208	organization-other	P.J.W.P	FN
8192	358	363	organization-other	J.W.P	FN
8193	59	74	organization-other	UN Global Compact	FP
8193	0	7	person-other	Kärcher	FP
8193	61	74	organization-company	Global Compact	FN
8193	0	7	person-artist/author	Kärcher	FN
8193	59	61	location-GPE	UN	FN
8196	67	75	product-software	Facebook	FP
8197	0	4	person-other	Díaz	FP
8197	17	40	building-sportsfacility	Santiago Bernabéu Stadium	FP
8197	17	40	building-theater	Santiago Bernabéu Stadium	FN
8197	0	4	person-athlete	Díaz	FN
8198	79	81	other-currency	LN	FP
8198	31	35	other-currency	duit	FP
8198	55	60	other-currency	duits	FP
8199	60	69	other-disease	black spot	FP
8201	0	10	organization-other	Hall of Fame	FP
8201	6	10	organization-media/newspaper	Fame	FN
8202	142	145	other-currency	US $	FP
8202	92	103	organization-other	ChoicePoint	FP
8202	111	125	person-other	Kenneth Langone	FP
8202	0	5	person-other	Asher	FP
